"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,748,"2021-07-31","2021-07-26"
"PL","1 wk ahead inc case","quantile",0.025,221,"2021-07-31","2021-07-26"
"PL","1 wk ahead inc case","quantile",0.25,576,"2021-07-31","2021-07-26"
"PL","1 wk ahead inc case","quantile",0.75,950,"2021-07-31","2021-07-26"
"PL","1 wk ahead inc case","quantile",0.975,2727,"2021-07-31","2021-07-26"
"PL","2 wk ahead inc case","point",NA,689,"2021-08-07","2021-07-26"
"PL","2 wk ahead inc case","quantile",0.025,57,"2021-08-07","2021-07-26"
"PL","2 wk ahead inc case","quantile",0.25,384,"2021-08-07","2021-07-26"
"PL","2 wk ahead inc case","quantile",0.75,1020,"2021-08-07","2021-07-26"
"PL","2 wk ahead inc case","quantile",0.975,5342,"2021-08-07","2021-07-26"
