"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,299,"2022-07-02","2022-06-27"
"GM","1 wk ahead inc death","quantile",0.025,88,"2022-07-02","2022-06-27"
"GM","1 wk ahead inc death","quantile",0.25,230,"2022-07-02","2022-06-27"
"GM","1 wk ahead inc death","quantile",0.75,379,"2022-07-02","2022-06-27"
"GM","1 wk ahead inc death","quantile",0.975,1089,"2022-07-02","2022-06-27"
"GM","2 wk ahead inc death","point",NA,278,"2022-07-09","2022-06-27"
"GM","2 wk ahead inc death","quantile",0.025,23,"2022-07-09","2022-06-27"
"GM","2 wk ahead inc death","quantile",0.25,155,"2022-07-09","2022-06-27"
"GM","2 wk ahead inc death","quantile",0.75,412,"2022-07-09","2022-06-27"
"GM","2 wk ahead inc death","quantile",0.975,2159,"2022-07-09","2022-06-27"
