"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,853,"2022-01-29","2022-01-24"
"PL","1 wk ahead inc death","quantile",0.025,252,"2022-01-29","2022-01-24"
"PL","1 wk ahead inc death","quantile",0.25,657,"2022-01-29","2022-01-24"
"PL","1 wk ahead inc death","quantile",0.75,1085,"2022-01-29","2022-01-24"
"PL","1 wk ahead inc death","quantile",0.975,3112,"2022-01-29","2022-01-24"
"PL","2 wk ahead inc death","point",NA,468,"2022-02-05","2022-01-24"
"PL","2 wk ahead inc death","quantile",0.025,39,"2022-02-05","2022-01-24"
"PL","2 wk ahead inc death","quantile",0.25,261,"2022-02-05","2022-01-24"
"PL","2 wk ahead inc death","quantile",0.75,692,"2022-02-05","2022-01-24"
"PL","2 wk ahead inc death","quantile",0.975,3627,"2022-02-05","2022-01-24"
