"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,23383,"2022-08-20","2022-08-15"
"PL","1 wk ahead inc case","quantile",0.025,6898,"2022-08-20","2022-08-15"
"PL","1 wk ahead inc case","quantile",0.25,18005,"2022-08-20","2022-08-15"
"PL","1 wk ahead inc case","quantile",0.75,29720,"2022-08-20","2022-08-15"
"PL","1 wk ahead inc case","quantile",0.975,85279,"2022-08-20","2022-08-15"
"PL","2 wk ahead inc case","point",NA,22721,"2022-08-27","2022-08-15"
"PL","2 wk ahead inc case","quantile",0.025,1886,"2022-08-27","2022-08-15"
"PL","2 wk ahead inc case","quantile",0.25,12656,"2022-08-27","2022-08-15"
"PL","2 wk ahead inc case","quantile",0.75,33628,"2022-08-27","2022-08-15"
"PL","2 wk ahead inc case","quantile",0.975,176182,"2022-08-27","2022-08-15"
