"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,1583,"2022-04-09","2022-04-04"
"GM","1 wk ahead inc death","quantile",0.025,467,"2022-04-09","2022-04-04"
"GM","1 wk ahead inc death","quantile",0.25,1219,"2022-04-09","2022-04-04"
"GM","1 wk ahead inc death","quantile",0.75,2012,"2022-04-09","2022-04-04"
"GM","1 wk ahead inc death","quantile",0.975,5774,"2022-04-09","2022-04-04"
"GM","2 wk ahead inc death","point",NA,1607,"2022-04-16","2022-04-04"
"GM","2 wk ahead inc death","quantile",0.025,133,"2022-04-16","2022-04-04"
"GM","2 wk ahead inc death","quantile",0.25,895,"2022-04-16","2022-04-04"
"GM","2 wk ahead inc death","quantile",0.75,2378,"2022-04-16","2022-04-04"
"GM","2 wk ahead inc death","quantile",0.975,12458,"2022-04-16","2022-04-04"
