"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,586,"2022-03-19","2022-03-14"
"PL","1 wk ahead inc death","quantile",0.025,173,"2022-03-19","2022-03-14"
"PL","1 wk ahead inc death","quantile",0.25,451,"2022-03-19","2022-03-14"
"PL","1 wk ahead inc death","quantile",0.75,745,"2022-03-19","2022-03-14"
"PL","1 wk ahead inc death","quantile",0.975,2137,"2022-03-19","2022-03-14"
"PL","2 wk ahead inc death","point",NA,383,"2022-03-26","2022-03-14"
"PL","2 wk ahead inc death","quantile",0.025,32,"2022-03-26","2022-03-14"
"PL","2 wk ahead inc death","quantile",0.25,213,"2022-03-26","2022-03-14"
"PL","2 wk ahead inc death","quantile",0.75,566,"2022-03-26","2022-03-14"
"PL","2 wk ahead inc death","quantile",0.975,2967,"2022-03-26","2022-03-14"
