"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,207989,"2022-02-12","2022-02-07"
"PL","1 wk ahead inc case","quantile",0.025,61357,"2022-02-12","2022-02-07"
"PL","1 wk ahead inc case","quantile",0.25,160151,"2022-02-12","2022-02-07"
"PL","1 wk ahead inc case","quantile",0.75,264354,"2022-02-12","2022-02-07"
"PL","1 wk ahead inc case","quantile",0.975,758535,"2022-02-12","2022-02-07"
"PL","2 wk ahead inc case","point",NA,103169,"2022-02-19","2022-02-07"
"PL","2 wk ahead inc case","quantile",0.025,8563,"2022-02-19","2022-02-07"
"PL","2 wk ahead inc case","quantile",0.25,57465,"2022-02-19","2022-02-07"
"PL","2 wk ahead inc case","quantile",0.75,152690,"2022-02-19","2022-02-07"
"PL","2 wk ahead inc case","quantile",0.975,799970,"2022-02-19","2022-02-07"
