"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,128143,"2022-02-19","2022-02-14"
"PL","1 wk ahead inc case","quantile",0.025,37802,"2022-02-19","2022-02-14"
"PL","1 wk ahead inc case","quantile",0.25,98670,"2022-02-19","2022-02-14"
"PL","1 wk ahead inc case","quantile",0.75,162869,"2022-02-19","2022-02-14"
"PL","1 wk ahead inc case","quantile",0.975,467336,"2022-02-19","2022-02-14"
"PL","2 wk ahead inc case","point",NA,61626,"2022-02-26","2022-02-14"
"PL","2 wk ahead inc case","quantile",0.025,5115,"2022-02-26","2022-02-14"
"PL","2 wk ahead inc case","quantile",0.25,34326,"2022-02-26","2022-02-14"
"PL","2 wk ahead inc case","quantile",0.75,91207,"2022-02-26","2022-02-14"
"PL","2 wk ahead inc case","quantile",0.975,477848,"2022-02-26","2022-02-14"
