"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,104,"2021-10-09","2021-10-04"
"PL","1 wk ahead inc death","quantile",0.025,31,"2021-10-09","2021-10-04"
"PL","1 wk ahead inc death","quantile",0.25,80,"2021-10-09","2021-10-04"
"PL","1 wk ahead inc death","quantile",0.75,132,"2021-10-09","2021-10-04"
"PL","1 wk ahead inc death","quantile",0.975,379,"2021-10-09","2021-10-04"
"PL","2 wk ahead inc death","point",NA,115,"2021-10-16","2021-10-04"
"PL","2 wk ahead inc death","quantile",0.025,10,"2021-10-16","2021-10-04"
"PL","2 wk ahead inc death","quantile",0.25,64,"2021-10-16","2021-10-04"
"PL","2 wk ahead inc death","quantile",0.75,171,"2021-10-16","2021-10-04"
"PL","2 wk ahead inc death","quantile",0.975,894,"2021-10-16","2021-10-04"
