"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,554720,"2022-01-22","2022-01-17"
"GM","1 wk ahead inc case","quantile",0.025,163642,"2022-01-22","2022-01-17"
"GM","1 wk ahead inc case","quantile",0.25,427134,"2022-01-22","2022-01-17"
"GM","1 wk ahead inc case","quantile",0.75,705049,"2022-01-22","2022-01-17"
"GM","1 wk ahead inc case","quantile",0.975,2023064,"2022-01-22","2022-01-17"
"GM","2 wk ahead inc case","point",NA,655692,"2022-01-29","2022-01-17"
"GM","2 wk ahead inc case","quantile",0.025,54422,"2022-01-29","2022-01-17"
"GM","2 wk ahead inc case","quantile",0.25,365220,"2022-01-29","2022-01-17"
"GM","2 wk ahead inc case","quantile",0.75,970424,"2022-01-29","2022-01-17"
"GM","2 wk ahead inc case","quantile",0.975,5084235,"2022-01-29","2022-01-17"
