"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,315059,"2021-12-04","2021-11-29"
"GM","1 wk ahead inc case","quantile",0.025,92942,"2021-12-04","2021-11-29"
"GM","1 wk ahead inc case","quantile",0.25,242596,"2021-12-04","2021-11-29"
"GM","1 wk ahead inc case","quantile",0.75,400440,"2021-12-04","2021-11-29"
"GM","1 wk ahead inc case","quantile",0.975,1149021,"2021-12-04","2021-11-29"
"GM","2 wk ahead inc case","point",NA,195791,"2021-12-11","2021-11-29"
"GM","2 wk ahead inc case","quantile",0.025,16251,"2021-12-11","2021-11-29"
"GM","2 wk ahead inc case","quantile",0.25,109055,"2021-12-11","2021-11-29"
"GM","2 wk ahead inc case","quantile",0.75,289770,"2021-12-11","2021-11-29"
"GM","2 wk ahead inc case","quantile",0.975,1518162,"2021-12-11","2021-11-29"
