"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,155,"2021-07-10","2021-07-05"
"GM","1 wk ahead inc death","quantile",0.025,46,"2021-07-10","2021-07-05"
"GM","1 wk ahead inc death","quantile",0.25,119,"2021-07-10","2021-07-05"
"GM","1 wk ahead inc death","quantile",0.75,196,"2021-07-10","2021-07-05"
"GM","1 wk ahead inc death","quantile",0.975,564,"2021-07-10","2021-07-05"
"GM","2 wk ahead inc death","point",NA,84,"2021-07-17","2021-07-05"
"GM","2 wk ahead inc death","quantile",0.025,7,"2021-07-17","2021-07-05"
"GM","2 wk ahead inc death","quantile",0.25,47,"2021-07-17","2021-07-05"
"GM","2 wk ahead inc death","quantile",0.75,124,"2021-07-17","2021-07-05"
"GM","2 wk ahead inc death","quantile",0.975,652,"2021-07-17","2021-07-05"
