"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,836,"2021-05-29","2021-05-24"
"PL","1 wk ahead inc death","quantile",0.025,247,"2021-05-29","2021-05-24"
"PL","1 wk ahead inc death","quantile",0.25,644,"2021-05-29","2021-05-24"
"PL","1 wk ahead inc death","quantile",0.75,1063,"2021-05-29","2021-05-24"
"PL","1 wk ahead inc death","quantile",0.975,3049,"2021-05-29","2021-05-24"
"PL","2 wk ahead inc death","point",NA,579,"2021-06-05","2021-05-24"
"PL","2 wk ahead inc death","quantile",0.025,48,"2021-06-05","2021-05-24"
"PL","2 wk ahead inc death","quantile",0.25,323,"2021-06-05","2021-05-24"
"PL","2 wk ahead inc death","quantile",0.75,858,"2021-06-05","2021-05-24"
"PL","2 wk ahead inc death","quantile",0.975,4493,"2021-06-05","2021-05-24"
