"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,75,"2021-07-03","2021-06-28"
"PL","1 wk ahead inc death","quantile",0.025,22,"2021-07-03","2021-06-28"
"PL","1 wk ahead inc death","quantile",0.25,58,"2021-07-03","2021-06-28"
"PL","1 wk ahead inc death","quantile",0.75,96,"2021-07-03","2021-06-28"
"PL","1 wk ahead inc death","quantile",0.975,274,"2021-07-03","2021-06-28"
"PL","2 wk ahead inc death","point",NA,34,"2021-07-10","2021-06-28"
"PL","2 wk ahead inc death","quantile",0.025,3,"2021-07-10","2021-06-28"
"PL","2 wk ahead inc death","quantile",0.25,19,"2021-07-10","2021-06-28"
"PL","2 wk ahead inc death","quantile",0.75,51,"2021-07-10","2021-06-28"
"PL","2 wk ahead inc death","quantile",0.975,267,"2021-07-10","2021-06-28"
