"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,81254,"2021-05-15","2021-05-10"
"GM","1 wk ahead inc case","quantile",0.025,23970,"2021-05-15","2021-05-10"
"GM","1 wk ahead inc case","quantile",0.25,62566,"2021-05-15","2021-05-10"
"GM","1 wk ahead inc case","quantile",0.75,103274,"2021-05-15","2021-05-10"
"GM","1 wk ahead inc case","quantile",0.975,296334,"2021-05-15","2021-05-10"
"GM","2 wk ahead inc case","point",NA,62657,"2021-05-22","2021-05-10"
"GM","2 wk ahead inc case","quantile",0.025,5201,"2021-05-22","2021-05-10"
"GM","2 wk ahead inc case","quantile",0.25,34900,"2021-05-22","2021-05-10"
"GM","2 wk ahead inc case","quantile",0.75,92732,"2021-05-22","2021-05-10"
"GM","2 wk ahead inc case","quantile",0.975,485839,"2021-05-22","2021-05-10"
