"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,83,"2022-05-07","2022-05-02"
"PL","1 wk ahead inc death","quantile",0.025,24,"2022-05-07","2022-05-02"
"PL","1 wk ahead inc death","quantile",0.25,64,"2022-05-07","2022-05-02"
"PL","1 wk ahead inc death","quantile",0.75,105,"2022-05-07","2022-05-02"
"PL","1 wk ahead inc death","quantile",0.975,302,"2022-05-07","2022-05-02"
"PL","2 wk ahead inc death","point",NA,77,"2022-05-14","2022-05-02"
"PL","2 wk ahead inc death","quantile",0.025,6,"2022-05-14","2022-05-02"
"PL","2 wk ahead inc death","quantile",0.25,43,"2022-05-14","2022-05-02"
"PL","2 wk ahead inc death","quantile",0.75,114,"2022-05-14","2022-05-02"
"PL","2 wk ahead inc death","quantile",0.975,595,"2022-05-14","2022-05-02"
