"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,106763,"2022-01-22","2022-01-17"
"PL","1 wk ahead inc case","quantile",0.025,31495,"2022-01-22","2022-01-17"
"PL","1 wk ahead inc case","quantile",0.25,82207,"2022-01-22","2022-01-17"
"PL","1 wk ahead inc case","quantile",0.75,135696,"2022-01-22","2022-01-17"
"PL","1 wk ahead inc case","quantile",0.975,389365,"2022-01-22","2022-01-17"
"PL","2 wk ahead inc case","point",NA,118117,"2022-01-29","2022-01-17"
"PL","2 wk ahead inc case","quantile",0.025,9804,"2022-01-29","2022-01-17"
"PL","2 wk ahead inc case","quantile",0.25,65791,"2022-01-29","2022-01-17"
"PL","2 wk ahead inc case","quantile",0.75,174813,"2022-01-29","2022-01-17"
"PL","2 wk ahead inc case","quantile",0.975,915878,"2022-01-29","2022-01-17"
