"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,53,"2022-05-21","2022-05-16"
"PL","1 wk ahead inc death","quantile",0.025,16,"2022-05-21","2022-05-16"
"PL","1 wk ahead inc death","quantile",0.25,41,"2022-05-21","2022-05-16"
"PL","1 wk ahead inc death","quantile",0.75,68,"2022-05-21","2022-05-16"
"PL","1 wk ahead inc death","quantile",0.975,194,"2022-05-21","2022-05-16"
"PL","2 wk ahead inc death","point",NA,50,"2022-05-28","2022-05-16"
"PL","2 wk ahead inc death","quantile",0.025,4,"2022-05-28","2022-05-16"
"PL","2 wk ahead inc death","quantile",0.25,28,"2022-05-28","2022-05-16"
"PL","2 wk ahead inc death","quantile",0.75,73,"2022-05-28","2022-05-16"
"PL","2 wk ahead inc death","quantile",0.975,384,"2022-05-28","2022-05-16"
