"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,45,"2022-08-27","2022-08-22"
"PL","1 wk ahead inc death","quantile",0.025,13,"2022-08-27","2022-08-22"
"PL","1 wk ahead inc death","quantile",0.25,35,"2022-08-27","2022-08-22"
"PL","1 wk ahead inc death","quantile",0.75,58,"2022-08-27","2022-08-22"
"PL","1 wk ahead inc death","quantile",0.975,166,"2022-08-27","2022-08-22"
"PL","2 wk ahead inc death","point",NA,28,"2022-09-03","2022-08-22"
"PL","2 wk ahead inc death","quantile",0.025,2,"2022-09-03","2022-08-22"
"PL","2 wk ahead inc death","quantile",0.25,16,"2022-09-03","2022-08-22"
"PL","2 wk ahead inc death","quantile",0.75,42,"2022-09-03","2022-08-22"
"PL","2 wk ahead inc death","quantile",0.975,220,"2022-09-03","2022-08-22"
