"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,143,"2021-06-12","2021-06-07"
"PL","1 wk ahead inc death","quantile",0.025,42,"2021-06-12","2021-06-07"
"PL","1 wk ahead inc death","quantile",0.25,110,"2021-06-12","2021-06-07"
"PL","1 wk ahead inc death","quantile",0.75,182,"2021-06-12","2021-06-07"
"PL","1 wk ahead inc death","quantile",0.975,521,"2021-06-12","2021-06-07"
"PL","2 wk ahead inc death","point",NA,37,"2021-06-19","2021-06-07"
"PL","2 wk ahead inc death","quantile",0.025,3,"2021-06-19","2021-06-07"
"PL","2 wk ahead inc death","quantile",0.25,21,"2021-06-19","2021-06-07"
"PL","2 wk ahead inc death","quantile",0.75,55,"2021-06-19","2021-06-07"
"PL","2 wk ahead inc death","quantile",0.975,290,"2021-06-19","2021-06-07"
