"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,1823,"2021-05-08","2021-05-03"
"PL","1 wk ahead inc death","quantile",0.025,538,"2021-05-08","2021-05-03"
"PL","1 wk ahead inc death","quantile",0.25,1404,"2021-05-08","2021-05-03"
"PL","1 wk ahead inc death","quantile",0.75,2317,"2021-05-08","2021-05-03"
"PL","1 wk ahead inc death","quantile",0.975,6648,"2021-05-08","2021-05-03"
"PL","2 wk ahead inc death","point",NA,1279,"2021-05-15","2021-05-03"
"PL","2 wk ahead inc death","quantile",0.025,106,"2021-05-15","2021-05-03"
"PL","2 wk ahead inc death","quantile",0.25,713,"2021-05-15","2021-05-03"
"PL","2 wk ahead inc death","quantile",0.75,1894,"2021-05-15","2021-05-03"
"PL","2 wk ahead inc death","quantile",0.975,9921,"2021-05-15","2021-05-03"
