"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,1274,"2022-01-08","2022-01-03"
"GM","1 wk ahead inc death","quantile",0.025,376,"2022-01-08","2022-01-03"
"GM","1 wk ahead inc death","quantile",0.25,981,"2022-01-08","2022-01-03"
"GM","1 wk ahead inc death","quantile",0.75,1620,"2022-01-08","2022-01-03"
"GM","1 wk ahead inc death","quantile",0.975,4648,"2022-01-08","2022-01-03"
"GM","2 wk ahead inc death","point",NA,977,"2022-01-15","2022-01-03"
"GM","2 wk ahead inc death","quantile",0.025,81,"2022-01-15","2022-01-03"
"GM","2 wk ahead inc death","quantile",0.25,544,"2022-01-15","2022-01-03"
"GM","2 wk ahead inc death","quantile",0.75,1446,"2022-01-15","2022-01-03"
"GM","2 wk ahead inc death","quantile",0.975,7578,"2022-01-15","2022-01-03"
