"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,21324,"2022-09-03","2022-08-29"
"PL","1 wk ahead inc case","quantile",0.025,6291,"2022-09-03","2022-08-29"
"PL","1 wk ahead inc case","quantile",0.25,16420,"2022-09-03","2022-08-29"
"PL","1 wk ahead inc case","quantile",0.75,27103,"2022-09-03","2022-08-29"
"PL","1 wk ahead inc case","quantile",0.975,77769,"2022-09-03","2022-08-29"
"PL","2 wk ahead inc case","point",NA,19239,"2022-09-10","2022-08-29"
"PL","2 wk ahead inc case","quantile",0.025,1597,"2022-09-10","2022-08-29"
"PL","2 wk ahead inc case","quantile",0.25,10716,"2022-09-10","2022-08-29"
"PL","2 wk ahead inc case","quantile",0.75,28474,"2022-09-10","2022-08-29"
"PL","2 wk ahead inc case","quantile",0.975,149181,"2022-09-10","2022-08-29"
