"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,382,"2021-07-17","2021-07-12"
"PL","1 wk ahead inc case","quantile",0.025,113,"2021-07-17","2021-07-12"
"PL","1 wk ahead inc case","quantile",0.25,294,"2021-07-17","2021-07-12"
"PL","1 wk ahead inc case","quantile",0.75,485,"2021-07-17","2021-07-12"
"PL","1 wk ahead inc case","quantile",0.975,1392,"2021-07-17","2021-07-12"
"PL","2 wk ahead inc case","point",NA,236,"2021-07-24","2021-07-12"
"PL","2 wk ahead inc case","quantile",0.025,20,"2021-07-24","2021-07-12"
"PL","2 wk ahead inc case","quantile",0.25,132,"2021-07-24","2021-07-12"
"PL","2 wk ahead inc case","quantile",0.75,350,"2021-07-24","2021-07-12"
"PL","2 wk ahead inc case","quantile",0.975,1831,"2021-07-24","2021-07-12"
