"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,24990,"2022-08-13","2022-08-08"
"PL","1 wk ahead inc case","quantile",0.025,7372,"2022-08-13","2022-08-08"
"PL","1 wk ahead inc case","quantile",0.25,19242,"2022-08-13","2022-08-08"
"PL","1 wk ahead inc case","quantile",0.75,31762,"2022-08-13","2022-08-08"
"PL","1 wk ahead inc case","quantile",0.975,91139,"2022-08-13","2022-08-08"
"PL","2 wk ahead inc case","point",NA,26146,"2022-08-20","2022-08-08"
"PL","2 wk ahead inc case","quantile",0.025,2170,"2022-08-20","2022-08-08"
"PL","2 wk ahead inc case","quantile",0.25,14563,"2022-08-20","2022-08-08"
"PL","2 wk ahead inc case","quantile",0.75,38696,"2022-08-20","2022-08-08"
"PL","2 wk ahead inc case","quantile",0.975,202735,"2022-08-20","2022-08-08"
