"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,12974,"2021-07-31","2021-07-26"
"GM","1 wk ahead inc case","quantile",0.025,3827,"2021-07-31","2021-07-26"
"GM","1 wk ahead inc case","quantile",0.25,9990,"2021-07-31","2021-07-26"
"GM","1 wk ahead inc case","quantile",0.75,16490,"2021-07-31","2021-07-26"
"GM","1 wk ahead inc case","quantile",0.975,47316,"2021-07-31","2021-07-26"
"GM","2 wk ahead inc case","point",NA,14157,"2021-08-07","2021-07-26"
"GM","2 wk ahead inc case","quantile",0.025,1175,"2021-08-07","2021-07-26"
"GM","2 wk ahead inc case","quantile",0.25,7885,"2021-08-07","2021-07-26"
"GM","2 wk ahead inc case","quantile",0.75,20952,"2021-08-07","2021-07-26"
"GM","2 wk ahead inc case","quantile",0.975,109772,"2021-08-07","2021-07-26"
