"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,6171,"2021-10-02","2021-09-27"
"PL","1 wk ahead inc case","quantile",0.025,1821,"2021-10-02","2021-09-27"
"PL","1 wk ahead inc case","quantile",0.25,4752,"2021-10-02","2021-09-27"
"PL","1 wk ahead inc case","quantile",0.75,7844,"2021-10-02","2021-09-27"
"PL","1 wk ahead inc case","quantile",0.975,22507,"2021-10-02","2021-09-27"
"PL","2 wk ahead inc case","point",NA,7123,"2021-10-09","2021-09-27"
"PL","2 wk ahead inc case","quantile",0.025,591,"2021-10-09","2021-09-27"
"PL","2 wk ahead inc case","quantile",0.25,3968,"2021-10-09","2021-09-27"
"PL","2 wk ahead inc case","quantile",0.75,10542,"2021-10-09","2021-09-27"
"PL","2 wk ahead inc case","quantile",0.975,55234,"2021-10-09","2021-09-27"
