"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,3039,"2021-07-03","2021-06-28"
"GM","1 wk ahead inc case","quantile",0.025,897,"2021-07-03","2021-06-28"
"GM","1 wk ahead inc case","quantile",0.25,2340,"2021-07-03","2021-06-28"
"GM","1 wk ahead inc case","quantile",0.75,3863,"2021-07-03","2021-06-28"
"GM","1 wk ahead inc case","quantile",0.975,11084,"2021-07-03","2021-06-28"
"GM","2 wk ahead inc case","point",NA,1975,"2021-07-10","2021-06-28"
"GM","2 wk ahead inc case","quantile",0.025,164,"2021-07-10","2021-06-28"
"GM","2 wk ahead inc case","quantile",0.25,1100,"2021-07-10","2021-06-28"
"GM","2 wk ahead inc case","quantile",0.75,2923,"2021-07-10","2021-06-28"
"GM","2 wk ahead inc case","quantile",0.975,15314,"2021-07-10","2021-06-28"
