"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,59304,"2022-01-08","2022-01-03"
"PL","1 wk ahead inc case","quantile",0.025,17495,"2022-01-08","2022-01-03"
"PL","1 wk ahead inc case","quantile",0.25,45664,"2022-01-08","2022-01-03"
"PL","1 wk ahead inc case","quantile",0.75,75376,"2022-01-08","2022-01-03"
"PL","1 wk ahead inc case","quantile",0.975,216283,"2022-01-08","2022-01-03"
"PL","2 wk ahead inc case","point",NA,46408,"2022-01-15","2022-01-03"
"PL","2 wk ahead inc case","quantile",0.025,3852,"2022-01-15","2022-01-03"
"PL","2 wk ahead inc case","quantile",0.25,25849,"2022-01-15","2022-01-03"
"PL","2 wk ahead inc case","quantile",0.75,68684,"2022-01-15","2022-01-03"
"PL","2 wk ahead inc case","quantile",0.975,359850,"2022-01-15","2022-01-03"
