"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,16,"2022-08-06","2022-08-01"
"PL","1 wk ahead inc death","quantile",0.025,5,"2022-08-06","2022-08-01"
"PL","1 wk ahead inc death","quantile",0.25,13,"2022-08-06","2022-08-01"
"PL","1 wk ahead inc death","quantile",0.75,21,"2022-08-06","2022-08-01"
"PL","1 wk ahead inc death","quantile",0.975,60,"2022-08-06","2022-08-01"
"PL","2 wk ahead inc death","point",NA,10,"2022-08-13","2022-08-01"
"PL","2 wk ahead inc death","quantile",0.025,1,"2022-08-13","2022-08-01"
"PL","2 wk ahead inc death","quantile",0.25,6,"2022-08-13","2022-08-01"
"PL","2 wk ahead inc death","quantile",0.75,15,"2022-08-13","2022-08-01"
"PL","2 wk ahead inc death","quantile",0.975,78,"2022-08-13","2022-08-01"
