"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,84,"2022-09-10","2022-09-05"
"PL","1 wk ahead inc death","quantile",0.025,25,"2022-09-10","2022-09-05"
"PL","1 wk ahead inc death","quantile",0.25,64,"2022-09-10","2022-09-05"
"PL","1 wk ahead inc death","quantile",0.75,106,"2022-09-10","2022-09-05"
"PL","1 wk ahead inc death","quantile",0.975,305,"2022-09-10","2022-09-05"
"PL","2 wk ahead inc death","point",NA,69,"2022-09-17","2022-09-05"
"PL","2 wk ahead inc death","quantile",0.025,6,"2022-09-17","2022-09-05"
"PL","2 wk ahead inc death","quantile",0.25,38,"2022-09-17","2022-09-05"
"PL","2 wk ahead inc death","quantile",0.75,102,"2022-09-17","2022-09-05"
"PL","2 wk ahead inc death","quantile",0.975,532,"2022-09-17","2022-09-05"
