"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,1697,"2022-02-26","2022-02-21"
"PL","1 wk ahead inc death","quantile",0.025,501,"2022-02-26","2022-02-21"
"PL","1 wk ahead inc death","quantile",0.25,1307,"2022-02-26","2022-02-21"
"PL","1 wk ahead inc death","quantile",0.75,2157,"2022-02-26","2022-02-21"
"PL","1 wk ahead inc death","quantile",0.975,6190,"2022-02-26","2022-02-21"
"PL","2 wk ahead inc death","point",NA,1565,"2022-03-05","2022-02-21"
"PL","2 wk ahead inc death","quantile",0.025,130,"2022-03-05","2022-02-21"
"PL","2 wk ahead inc death","quantile",0.25,872,"2022-03-05","2022-02-21"
"PL","2 wk ahead inc death","quantile",0.75,2317,"2022-03-05","2022-02-21"
"PL","2 wk ahead inc death","quantile",0.975,12138,"2022-03-05","2022-02-21"
