"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,3062,"2021-11-27","2021-11-22"
"PL","1 wk ahead inc death","quantile",0.025,903,"2021-11-27","2021-11-22"
"PL","1 wk ahead inc death","quantile",0.25,2357,"2021-11-27","2021-11-22"
"PL","1 wk ahead inc death","quantile",0.75,3891,"2021-11-27","2021-11-22"
"PL","1 wk ahead inc death","quantile",0.975,11166,"2021-11-27","2021-11-22"
"PL","2 wk ahead inc death","point",NA,3221,"2021-12-04","2021-11-22"
"PL","2 wk ahead inc death","quantile",0.025,267,"2021-12-04","2021-11-22"
"PL","2 wk ahead inc death","quantile",0.25,1794,"2021-12-04","2021-11-22"
"PL","2 wk ahead inc death","quantile",0.75,4767,"2021-12-04","2021-11-22"
"PL","2 wk ahead inc death","quantile",0.975,24976,"2021-12-04","2021-11-22"
