"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,6271,"2021-07-17","2021-07-12"
"GM","1 wk ahead inc case","quantile",0.025,1850,"2021-07-17","2021-07-12"
"GM","1 wk ahead inc case","quantile",0.25,4828,"2021-07-17","2021-07-12"
"GM","1 wk ahead inc case","quantile",0.75,7970,"2021-07-17","2021-07-12"
"GM","1 wk ahead inc case","quantile",0.975,22869,"2021-07-17","2021-07-12"
"GM","2 wk ahead inc case","point",NA,6896,"2021-07-24","2021-07-12"
"GM","2 wk ahead inc case","quantile",0.025,572,"2021-07-24","2021-07-12"
"GM","2 wk ahead inc case","quantile",0.25,3841,"2021-07-24","2021-07-12"
"GM","2 wk ahead inc case","quantile",0.75,10206,"2021-07-24","2021-07-12"
"GM","2 wk ahead inc case","quantile",0.975,53474,"2021-07-24","2021-07-12"
