"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,1392469,"2022-03-19","2022-03-14"
"GM","1 wk ahead inc case","quantile",0.025,410778,"2022-03-19","2022-03-14"
"GM","1 wk ahead inc case","quantile",0.25,1072201,"2022-03-19","2022-03-14"
"GM","1 wk ahead inc case","quantile",0.75,1769828,"2022-03-19","2022-03-14"
"GM","1 wk ahead inc case","quantile",0.975,5078335,"2022-03-19","2022-03-14"
"GM","2 wk ahead inc case","point",NA,1208332,"2022-03-26","2022-03-14"
"GM","2 wk ahead inc case","quantile",0.025,100292,"2022-03-26","2022-03-14"
"GM","2 wk ahead inc case","quantile",0.25,673041,"2022-03-26","2022-03-14"
"GM","2 wk ahead inc case","quantile",0.75,1788331,"2022-03-26","2022-03-14"
"GM","2 wk ahead inc case","quantile",0.975,9369404,"2022-03-26","2022-03-14"
