"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,11,"2021-08-07","2021-08-02"
"PL","1 wk ahead inc death","quantile",0.025,3,"2021-08-07","2021-08-02"
"PL","1 wk ahead inc death","quantile",0.25,9,"2021-08-07","2021-08-02"
"PL","1 wk ahead inc death","quantile",0.75,14,"2021-08-07","2021-08-02"
"PL","1 wk ahead inc death","quantile",0.975,41,"2021-08-07","2021-08-02"
"PL","2 wk ahead inc death","point",NA,7,"2021-08-14","2021-08-02"
"PL","2 wk ahead inc death","quantile",0.025,1,"2021-08-14","2021-08-02"
"PL","2 wk ahead inc death","quantile",0.25,4,"2021-08-14","2021-08-02"
"PL","2 wk ahead inc death","quantile",0.75,10,"2021-08-14","2021-08-02"
"PL","2 wk ahead inc death","quantile",0.975,53,"2021-08-14","2021-08-02"
