"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,71943,"2021-11-06","2021-11-01"
"PL","1 wk ahead inc case","quantile",0.025,21223,"2021-11-06","2021-11-01"
"PL","1 wk ahead inc case","quantile",0.25,55396,"2021-11-06","2021-11-01"
"PL","1 wk ahead inc case","quantile",0.75,91439,"2021-11-06","2021-11-01"
"PL","1 wk ahead inc case","quantile",0.975,262375,"2021-11-06","2021-11-01"
"PL","2 wk ahead inc case","point",NA,98837,"2021-11-13","2021-11-01"
"PL","2 wk ahead inc case","quantile",0.025,8204,"2021-11-13","2021-11-01"
"PL","2 wk ahead inc case","quantile",0.25,55052,"2021-11-13","2021-11-01"
"PL","2 wk ahead inc case","quantile",0.75,146279,"2021-11-13","2021-11-01"
"PL","2 wk ahead inc case","quantile",0.975,766385,"2021-11-13","2021-11-01"
