"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,58808,"2021-09-18","2021-09-13"
"GM","1 wk ahead inc case","quantile",0.025,17348,"2021-09-18","2021-09-13"
"GM","1 wk ahead inc case","quantile",0.25,45282,"2021-09-18","2021-09-13"
"GM","1 wk ahead inc case","quantile",0.75,74744,"2021-09-18","2021-09-13"
"GM","1 wk ahead inc case","quantile",0.975,214471,"2021-09-18","2021-09-13"
"GM","2 wk ahead inc case","point",NA,50427,"2021-09-25","2021-09-13"
"GM","2 wk ahead inc case","quantile",0.025,4185,"2021-09-25","2021-09-13"
"GM","2 wk ahead inc case","quantile",0.25,28088,"2021-09-25","2021-09-13"
"GM","2 wk ahead inc case","quantile",0.75,74632,"2021-09-25","2021-09-13"
"GM","2 wk ahead inc case","quantile",0.975,391011,"2021-09-25","2021-09-13"
