"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,24,"2022-06-04","2022-05-30"
"PL","1 wk ahead inc death","quantile",0.025,7,"2022-06-04","2022-05-30"
"PL","1 wk ahead inc death","quantile",0.25,18,"2022-06-04","2022-05-30"
"PL","1 wk ahead inc death","quantile",0.75,30,"2022-06-04","2022-05-30"
"PL","1 wk ahead inc death","quantile",0.975,86,"2022-06-04","2022-05-30"
"PL","2 wk ahead inc death","point",NA,15,"2022-06-11","2022-05-30"
"PL","2 wk ahead inc death","quantile",0.025,1,"2022-06-11","2022-05-30"
"PL","2 wk ahead inc death","quantile",0.25,8,"2022-06-11","2022-05-30"
"PL","2 wk ahead inc death","quantile",0.75,22,"2022-06-11","2022-05-30"
"PL","2 wk ahead inc death","quantile",0.975,114,"2022-06-11","2022-05-30"
