"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,389415,"2021-12-11","2021-12-06"
"GM","1 wk ahead inc case","quantile",0.025,114877,"2021-12-11","2021-12-06"
"GM","1 wk ahead inc case","quantile",0.25,299850,"2021-12-11","2021-12-06"
"GM","1 wk ahead inc case","quantile",0.75,494946,"2021-12-11","2021-12-06"
"GM","1 wk ahead inc case","quantile",0.975,1420197,"2021-12-11","2021-12-06"
"GM","2 wk ahead inc case","point",NA,373236,"2021-12-18","2021-12-06"
"GM","2 wk ahead inc case","quantile",0.025,30979,"2021-12-18","2021-12-06"
"GM","2 wk ahead inc case","quantile",0.25,207892,"2021-12-18","2021-12-06"
"GM","2 wk ahead inc case","quantile",0.75,552389,"2021-12-18","2021-12-06"
"GM","2 wk ahead inc case","quantile",0.975,2894069,"2021-12-18","2021-12-06"
