"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,410811,"2021-11-27","2021-11-22"
"GM","1 wk ahead inc case","quantile",0.025,121189,"2021-11-27","2021-11-22"
"GM","1 wk ahead inc case","quantile",0.25,316324,"2021-11-27","2021-11-22"
"GM","1 wk ahead inc case","quantile",0.75,522141,"2021-11-27","2021-11-22"
"GM","1 wk ahead inc case","quantile",0.975,1498227,"2021-11-27","2021-11-22"
"GM","2 wk ahead inc case","point",NA,476496,"2021-12-04","2021-11-22"
"GM","2 wk ahead inc case","quantile",0.025,39549,"2021-12-04","2021-11-22"
"GM","2 wk ahead inc case","quantile",0.25,265408,"2021-12-04","2021-11-22"
"GM","2 wk ahead inc case","quantile",0.75,705214,"2021-12-04","2021-11-22"
"GM","2 wk ahead inc case","quantile",0.975,3694751,"2021-12-04","2021-11-22"
