"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,162243,"2021-12-11","2021-12-06"
"PL","1 wk ahead inc case","quantile",0.025,47862,"2021-12-11","2021-12-06"
"PL","1 wk ahead inc case","quantile",0.25,124927,"2021-12-11","2021-12-06"
"PL","1 wk ahead inc case","quantile",0.75,206211,"2021-12-11","2021-12-06"
"PL","1 wk ahead inc case","quantile",0.975,591702,"2021-12-11","2021-12-06"
"PL","2 wk ahead inc case","point",NA,161208,"2021-12-18","2021-12-06"
"PL","2 wk ahead inc case","quantile",0.025,13380,"2021-12-18","2021-12-06"
"PL","2 wk ahead inc case","quantile",0.25,89793,"2021-12-18","2021-12-06"
"PL","2 wk ahead inc case","quantile",0.75,238587,"2021-12-18","2021-12-06"
"PL","2 wk ahead inc case","quantile",0.975,1250004,"2021-12-18","2021-12-06"
