"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,1657,"2021-06-12","2021-06-07"
"PL","1 wk ahead inc case","quantile",0.025,489,"2021-06-12","2021-06-07"
"PL","1 wk ahead inc case","quantile",0.25,1276,"2021-06-12","2021-06-07"
"PL","1 wk ahead inc case","quantile",0.75,2106,"2021-06-12","2021-06-07"
"PL","1 wk ahead inc case","quantile",0.975,6042,"2021-06-12","2021-06-07"
"PL","2 wk ahead inc case","point",NA,738,"2021-06-19","2021-06-07"
"PL","2 wk ahead inc case","quantile",0.025,61,"2021-06-19","2021-06-07"
"PL","2 wk ahead inc case","quantile",0.25,411,"2021-06-19","2021-06-07"
"PL","2 wk ahead inc case","quantile",0.75,1093,"2021-06-19","2021-06-07"
"PL","2 wk ahead inc case","quantile",0.975,5726,"2021-06-19","2021-06-07"
