"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,931830,"2022-02-26","2022-02-21"
"GM","1 wk ahead inc case","quantile",0.025,274890,"2022-02-26","2022-02-21"
"GM","1 wk ahead inc case","quantile",0.25,717509,"2022-02-26","2022-02-21"
"GM","1 wk ahead inc case","quantile",0.75,1184356,"2022-02-26","2022-02-21"
"GM","1 wk ahead inc case","quantile",0.975,3398385,"2022-02-26","2022-02-21"
"GM","2 wk ahead inc case","point",NA,678513,"2022-03-05","2022-02-21"
"GM","2 wk ahead inc case","quantile",0.025,56317,"2022-03-05","2022-02-21"
"GM","2 wk ahead inc case","quantile",0.25,377932,"2022-03-05","2022-02-21"
"GM","2 wk ahead inc case","quantile",0.75,1004200,"2022-03-05","2022-02-21"
"GM","2 wk ahead inc case","quantile",0.975,5261194,"2022-03-05","2022-02-21"
