"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,2212,"2022-01-22","2022-01-17"
"PL","1 wk ahead inc death","quantile",0.025,653,"2022-01-22","2022-01-17"
"PL","1 wk ahead inc death","quantile",0.25,1703,"2022-01-22","2022-01-17"
"PL","1 wk ahead inc death","quantile",0.75,2812,"2022-01-22","2022-01-17"
"PL","1 wk ahead inc death","quantile",0.975,8068,"2022-01-22","2022-01-17"
"PL","2 wk ahead inc death","point",NA,2067,"2022-01-29","2022-01-17"
"PL","2 wk ahead inc death","quantile",0.025,172,"2022-01-29","2022-01-17"
"PL","2 wk ahead inc death","quantile",0.25,1151,"2022-01-29","2022-01-17"
"PL","2 wk ahead inc death","quantile",0.75,3059,"2022-01-29","2022-01-17"
"PL","2 wk ahead inc death","quantile",0.975,16027,"2022-01-29","2022-01-17"
