"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,54,"2022-08-13","2022-08-08"
"PL","1 wk ahead inc death","quantile",0.025,16,"2022-08-13","2022-08-08"
"PL","1 wk ahead inc death","quantile",0.25,42,"2022-08-13","2022-08-08"
"PL","1 wk ahead inc death","quantile",0.75,69,"2022-08-13","2022-08-08"
"PL","1 wk ahead inc death","quantile",0.975,199,"2022-08-13","2022-08-08"
"PL","2 wk ahead inc death","point",NA,51,"2022-08-20","2022-08-08"
"PL","2 wk ahead inc death","quantile",0.025,4,"2022-08-20","2022-08-08"
"PL","2 wk ahead inc death","quantile",0.25,28,"2022-08-20","2022-08-08"
"PL","2 wk ahead inc death","quantile",0.75,75,"2022-08-20","2022-08-08"
"PL","2 wk ahead inc death","quantile",0.975,394,"2022-08-20","2022-08-08"
