"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,199802,"2021-11-13","2021-11-08"
"GM","1 wk ahead inc case","quantile",0.025,58942,"2021-11-13","2021-11-08"
"GM","1 wk ahead inc case","quantile",0.25,153848,"2021-11-13","2021-11-08"
"GM","1 wk ahead inc case","quantile",0.75,253949,"2021-11-13","2021-11-08"
"GM","1 wk ahead inc case","quantile",0.975,728678,"2021-11-13","2021-11-08"
"GM","2 wk ahead inc case","point",NA,231624,"2021-11-20","2021-11-08"
"GM","2 wk ahead inc case","quantile",0.025,19225,"2021-11-20","2021-11-08"
"GM","2 wk ahead inc case","quantile",0.25,129015,"2021-11-20","2021-11-08"
"GM","2 wk ahead inc case","quantile",0.75,342804,"2021-11-20","2021-11-08"
"GM","2 wk ahead inc case","quantile",0.975,1796015,"2021-11-20","2021-11-08"
