"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,121,"2021-06-26","2021-06-21"
"PL","1 wk ahead inc death","quantile",0.025,36,"2021-06-26","2021-06-21"
"PL","1 wk ahead inc death","quantile",0.25,93,"2021-06-26","2021-06-21"
"PL","1 wk ahead inc death","quantile",0.75,154,"2021-06-26","2021-06-21"
"PL","1 wk ahead inc death","quantile",0.975,441,"2021-06-26","2021-06-21"
"PL","2 wk ahead inc death","point",NA,63,"2021-07-03","2021-06-21"
"PL","2 wk ahead inc death","quantile",0.025,5,"2021-07-03","2021-06-21"
"PL","2 wk ahead inc death","quantile",0.25,35,"2021-07-03","2021-06-21"
"PL","2 wk ahead inc death","quantile",0.75,93,"2021-07-03","2021-06-21"
"PL","2 wk ahead inc death","quantile",0.975,486,"2021-07-03","2021-06-21"
