"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,583,"2021-10-30","2021-10-25"
"GM","1 wk ahead inc death","quantile",0.025,172,"2021-10-30","2021-10-25"
"GM","1 wk ahead inc death","quantile",0.25,449,"2021-10-30","2021-10-25"
"GM","1 wk ahead inc death","quantile",0.75,740,"2021-10-30","2021-10-25"
"GM","1 wk ahead inc death","quantile",0.975,2125,"2021-10-30","2021-10-25"
"GM","2 wk ahead inc death","point",NA,701,"2021-11-06","2021-10-25"
"GM","2 wk ahead inc death","quantile",0.025,58,"2021-11-06","2021-10-25"
"GM","2 wk ahead inc death","quantile",0.25,390,"2021-11-06","2021-10-25"
"GM","2 wk ahead inc death","quantile",0.75,1037,"2021-11-06","2021-10-25"
"GM","2 wk ahead inc death","quantile",0.975,5435,"2021-11-06","2021-10-25"
