"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,344,"2021-06-26","2021-06-21"
"GM","1 wk ahead inc death","quantile",0.025,101,"2021-06-26","2021-06-21"
"GM","1 wk ahead inc death","quantile",0.25,265,"2021-06-26","2021-06-21"
"GM","1 wk ahead inc death","quantile",0.75,437,"2021-06-26","2021-06-21"
"GM","1 wk ahead inc death","quantile",0.975,1253,"2021-06-26","2021-06-21"
"GM","2 wk ahead inc death","point",NA,211,"2021-07-03","2021-06-21"
"GM","2 wk ahead inc death","quantile",0.025,17,"2021-07-03","2021-06-21"
"GM","2 wk ahead inc death","quantile",0.25,117,"2021-07-03","2021-06-21"
"GM","2 wk ahead inc death","quantile",0.75,312,"2021-07-03","2021-06-21"
"GM","2 wk ahead inc death","quantile",0.975,1634,"2021-07-03","2021-06-21"
