"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,428469,"2022-02-05","2022-01-31"
"PL","1 wk ahead inc case","quantile",0.025,126398,"2022-02-05","2022-01-31"
"PL","1 wk ahead inc case","quantile",0.25,329921,"2022-02-05","2022-01-31"
"PL","1 wk ahead inc case","quantile",0.75,544584,"2022-02-05","2022-01-31"
"PL","1 wk ahead inc case","quantile",0.975,1562626,"2022-02-05","2022-01-31"
"PL","2 wk ahead inc case","point",NA,507952,"2022-02-12","2022-01-31"
"PL","2 wk ahead inc case","quantile",0.025,42160,"2022-02-12","2022-01-31"
"PL","2 wk ahead inc case","quantile",0.25,282929,"2022-02-12","2022-01-31"
"PL","2 wk ahead inc case","quantile",0.75,751769,"2022-02-12","2022-01-31"
"PL","2 wk ahead inc case","quantile",0.975,3938658,"2022-02-12","2022-01-31"
