"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,1049063,"2022-04-09","2022-04-04"
"GM","1 wk ahead inc case","quantile",0.025,309474,"2022-04-09","2022-04-04"
"GM","1 wk ahead inc case","quantile",0.25,807779,"2022-04-09","2022-04-04"
"GM","1 wk ahead inc case","quantile",0.75,1333359,"2022-04-09","2022-04-04"
"GM","1 wk ahead inc case","quantile",0.975,3825934,"2022-04-09","2022-04-04"
"GM","2 wk ahead inc case","point",NA,740785,"2022-04-16","2022-04-04"
"GM","2 wk ahead inc case","quantile",0.025,61485,"2022-04-16","2022-04-04"
"GM","2 wk ahead inc case","quantile",0.25,412617,"2022-04-16","2022-04-04"
"GM","2 wk ahead inc case","quantile",0.75,1096362,"2022-04-16","2022-04-04"
"GM","2 wk ahead inc case","quantile",0.975,5744047,"2022-04-16","2022-04-04"
