"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,55380,"2021-10-09","2021-10-04"
"GM","1 wk ahead inc case","quantile",0.025,16337,"2021-10-09","2021-10-04"
"GM","1 wk ahead inc case","quantile",0.25,42643,"2021-10-09","2021-10-04"
"GM","1 wk ahead inc case","quantile",0.75,70388,"2021-10-09","2021-10-04"
"GM","1 wk ahead inc case","quantile",0.975,201971,"2021-10-09","2021-10-04"
"GM","2 wk ahead inc case","point",NA,55270,"2021-10-16","2021-10-04"
"GM","2 wk ahead inc case","quantile",0.025,4587,"2021-10-16","2021-10-04"
"GM","2 wk ahead inc case","quantile",0.25,30785,"2021-10-16","2021-10-04"
"GM","2 wk ahead inc case","quantile",0.75,81800,"2021-10-16","2021-10-04"
"GM","2 wk ahead inc case","quantile",0.975,428565,"2021-10-16","2021-10-04"
