"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,1259,"2022-06-11","2022-06-06"
"PL","1 wk ahead inc case","quantile",0.025,371,"2022-06-11","2022-06-06"
"PL","1 wk ahead inc case","quantile",0.25,970,"2022-06-11","2022-06-06"
"PL","1 wk ahead inc case","quantile",0.75,1601,"2022-06-11","2022-06-06"
"PL","1 wk ahead inc case","quantile",0.975,4593,"2022-06-11","2022-06-06"
"PL","2 wk ahead inc case","point",NA,1009,"2022-06-18","2022-06-06"
"PL","2 wk ahead inc case","quantile",0.025,84,"2022-06-18","2022-06-06"
"PL","2 wk ahead inc case","quantile",0.25,562,"2022-06-18","2022-06-06"
"PL","2 wk ahead inc case","quantile",0.75,1493,"2022-06-18","2022-06-06"
"PL","2 wk ahead inc case","quantile",0.975,7822,"2022-06-18","2022-06-06"
