"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,66,"2021-09-18","2021-09-13"
"PL","1 wk ahead inc death","quantile",0.025,19,"2021-09-18","2021-09-13"
"PL","1 wk ahead inc death","quantile",0.25,51,"2021-09-18","2021-09-13"
"PL","1 wk ahead inc death","quantile",0.75,84,"2021-09-18","2021-09-13"
"PL","1 wk ahead inc death","quantile",0.975,240,"2021-09-18","2021-09-13"
"PL","2 wk ahead inc death","point",NA,89,"2021-09-25","2021-09-13"
"PL","2 wk ahead inc death","quantile",0.025,7,"2021-09-25","2021-09-13"
"PL","2 wk ahead inc death","quantile",0.25,50,"2021-09-25","2021-09-13"
"PL","2 wk ahead inc death","quantile",0.75,132,"2021-09-25","2021-09-13"
"PL","2 wk ahead inc death","quantile",0.975,692,"2021-09-25","2021-09-13"
