"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,19,"2022-06-11","2022-06-06"
"PL","1 wk ahead inc death","quantile",0.025,6,"2022-06-11","2022-06-06"
"PL","1 wk ahead inc death","quantile",0.25,14,"2022-06-11","2022-06-06"
"PL","1 wk ahead inc death","quantile",0.75,24,"2022-06-11","2022-06-06"
"PL","1 wk ahead inc death","quantile",0.975,68,"2022-06-11","2022-06-06"
"PL","2 wk ahead inc death","point",NA,13,"2022-06-18","2022-06-06"
"PL","2 wk ahead inc death","quantile",0.025,1,"2022-06-18","2022-06-06"
"PL","2 wk ahead inc death","quantile",0.25,7,"2022-06-18","2022-06-06"
"PL","2 wk ahead inc death","quantile",0.75,19,"2022-06-18","2022-06-06"
"PL","2 wk ahead inc death","quantile",0.975,100,"2022-06-18","2022-06-06"
