"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,503,"2021-11-13","2021-11-08"
"PL","1 wk ahead inc death","quantile",0.025,149,"2021-11-13","2021-11-08"
"PL","1 wk ahead inc death","quantile",0.25,388,"2021-11-13","2021-11-08"
"PL","1 wk ahead inc death","quantile",0.75,640,"2021-11-13","2021-11-08"
"PL","1 wk ahead inc death","quantile",0.975,1836,"2021-11-13","2021-11-08"
"PL","2 wk ahead inc death","point",NA,473,"2021-11-20","2021-11-08"
"PL","2 wk ahead inc death","quantile",0.025,39,"2021-11-20","2021-11-08"
"PL","2 wk ahead inc death","quantile",0.25,264,"2021-11-20","2021-11-08"
"PL","2 wk ahead inc death","quantile",0.75,700,"2021-11-20","2021-11-08"
"PL","2 wk ahead inc death","quantile",0.975,3669,"2021-11-20","2021-11-08"
