"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc death","point",NA,1149,"2022-02-12","2022-02-07"
"GM","1 wk ahead inc death","quantile",0.025,339,"2022-02-12","2022-02-07"
"GM","1 wk ahead inc death","quantile",0.25,885,"2022-02-12","2022-02-07"
"GM","1 wk ahead inc death","quantile",0.75,1461,"2022-02-12","2022-02-07"
"GM","1 wk ahead inc death","quantile",0.975,4192,"2022-02-12","2022-02-07"
"GM","2 wk ahead inc death","point",NA,1115,"2022-02-19","2022-02-07"
"GM","2 wk ahead inc death","quantile",0.025,93,"2022-02-19","2022-02-07"
"GM","2 wk ahead inc death","quantile",0.25,621,"2022-02-19","2022-02-07"
"GM","2 wk ahead inc death","quantile",0.75,1651,"2022-02-19","2022-02-07"
"GM","2 wk ahead inc death","quantile",0.975,8648,"2022-02-19","2022-02-07"
