"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,18063,"2022-08-06","2022-08-01"
"PL","1 wk ahead inc case","quantile",0.025,5328,"2022-08-06","2022-08-01"
"PL","1 wk ahead inc case","quantile",0.25,13908,"2022-08-06","2022-08-01"
"PL","1 wk ahead inc case","quantile",0.75,22958,"2022-08-06","2022-08-01"
"PL","1 wk ahead inc case","quantile",0.975,65874,"2022-08-06","2022-08-01"
"PL","2 wk ahead inc case","point",NA,13641,"2022-08-13","2022-08-01"
"PL","2 wk ahead inc case","quantile",0.025,1132,"2022-08-13","2022-08-01"
"PL","2 wk ahead inc case","quantile",0.25,7598,"2022-08-13","2022-08-01"
"PL","2 wk ahead inc case","quantile",0.75,20188,"2022-08-13","2022-08-01"
"PL","2 wk ahead inc case","quantile",0.975,105770,"2022-08-13","2022-08-01"
