"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,1195,"2022-06-04","2022-05-30"
"PL","1 wk ahead inc case","quantile",0.025,353,"2022-06-04","2022-05-30"
"PL","1 wk ahead inc case","quantile",0.25,920,"2022-06-04","2022-05-30"
"PL","1 wk ahead inc case","quantile",0.75,1519,"2022-06-04","2022-05-30"
"PL","1 wk ahead inc case","quantile",0.975,4359,"2022-06-04","2022-05-30"
"PL","2 wk ahead inc case","point",NA,886,"2022-06-11","2022-05-30"
"PL","2 wk ahead inc case","quantile",0.025,74,"2022-06-11","2022-05-30"
"PL","2 wk ahead inc case","quantile",0.25,494,"2022-06-11","2022-05-30"
"PL","2 wk ahead inc case","quantile",0.75,1312,"2022-06-11","2022-05-30"
"PL","2 wk ahead inc case","quantile",0.975,6872,"2022-06-11","2022-05-30"
