"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,6,"2022-06-18","2022-06-13"
"PL","1 wk ahead inc death","quantile",0.025,2,"2022-06-18","2022-06-13"
"PL","1 wk ahead inc death","quantile",0.25,5,"2022-06-18","2022-06-13"
"PL","1 wk ahead inc death","quantile",0.75,8,"2022-06-18","2022-06-13"
"PL","1 wk ahead inc death","quantile",0.975,23,"2022-06-18","2022-06-13"
"PL","2 wk ahead inc death","point",NA,2,"2022-06-25","2022-06-13"
"PL","2 wk ahead inc death","quantile",0.025,0,"2022-06-25","2022-06-13"
"PL","2 wk ahead inc death","quantile",0.25,1,"2022-06-25","2022-06-13"
"PL","2 wk ahead inc death","quantile",0.75,4,"2022-06-25","2022-06-13"
"PL","2 wk ahead inc death","quantile",0.975,19,"2022-06-25","2022-06-13"
