"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,144930,"2021-12-18","2021-12-13"
"PL","1 wk ahead inc case","quantile",0.025,42754,"2021-12-18","2021-12-13"
"PL","1 wk ahead inc case","quantile",0.25,111596,"2021-12-18","2021-12-13"
"PL","1 wk ahead inc case","quantile",0.75,184206,"2021-12-18","2021-12-13"
"PL","1 wk ahead inc case","quantile",0.975,528560,"2021-12-18","2021-12-13"
"PL","2 wk ahead inc case","point",NA,128137,"2021-12-25","2021-12-13"
"PL","2 wk ahead inc case","quantile",0.025,10635,"2021-12-25","2021-12-13"
"PL","2 wk ahead inc case","quantile",0.25,71373,"2021-12-25","2021-12-13"
"PL","2 wk ahead inc case","quantile",0.75,189643,"2021-12-25","2021-12-13"
"PL","2 wk ahead inc case","quantile",0.975,993578,"2021-12-25","2021-12-13"
