"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,16269,"2021-06-12","2021-06-07"
"GM","1 wk ahead inc case","quantile",0.025,4799,"2021-06-12","2021-06-07"
"GM","1 wk ahead inc case","quantile",0.25,12527,"2021-06-12","2021-06-07"
"GM","1 wk ahead inc case","quantile",0.75,20678,"2021-06-12","2021-06-07"
"GM","1 wk ahead inc case","quantile",0.975,59332,"2021-06-12","2021-06-07"
"GM","2 wk ahead inc case","point",NA,11766,"2021-06-19","2021-06-07"
"GM","2 wk ahead inc case","quantile",0.025,977,"2021-06-19","2021-06-07"
"GM","2 wk ahead inc case","quantile",0.25,6554,"2021-06-19","2021-06-07"
"GM","2 wk ahead inc case","quantile",0.75,17414,"2021-06-19","2021-06-07"
"GM","2 wk ahead inc case","quantile",0.975,91236,"2021-06-19","2021-06-07"
