"location","target","type","quantile","value","target_end_date","forecast_date"
"GM","1 wk ahead inc case","point",NA,10946,"2021-06-19","2021-06-14"
"GM","1 wk ahead inc case","quantile",0.025,3229,"2021-06-19","2021-06-14"
"GM","1 wk ahead inc case","quantile",0.25,8429,"2021-06-19","2021-06-14"
"GM","1 wk ahead inc case","quantile",0.75,13913,"2021-06-19","2021-06-14"
"GM","1 wk ahead inc case","quantile",0.975,39922,"2021-06-19","2021-06-14"
"GM","2 wk ahead inc case","point",NA,7939,"2021-06-26","2021-06-14"
"GM","2 wk ahead inc case","quantile",0.025,659,"2021-06-26","2021-06-14"
"GM","2 wk ahead inc case","quantile",0.25,4422,"2021-06-26","2021-06-14"
"GM","2 wk ahead inc case","quantile",0.75,11749,"2021-06-26","2021-06-14"
"GM","2 wk ahead inc case","quantile",0.975,61556,"2021-06-26","2021-06-14"
